Department,Object Name,Title
Arms and Armor,Folding ceremonial cape (Hiodoshi),Folding Ceremonial Cape (Hiodoshi)
Arms and Armor,Helmet (happuri),Helmet (Happuri)
Arms and Armor,Folding helmet (tatami-kabuto),Folding Helmet (Tatami-Kabuto)
Arms and Armor,Horse armor,Horse Armor
Arms and Armor,Helmet,Helmet
Arms and Armor,Cuirass (Haramaki),Cuirass (Haramaki)
Arms and Armor,Helmet crest,Helmet Crest
Arms and Armor,Helmet (kabuto),Helmet (Kabuto)
Arms and Armor,Helmet (hachi),Helmet (Hachi)
Arms and Armor,Pair of greaves (Sunē-atē),Pair of Greaves (Sunē-atē)
Arms and Armor,Helmet,Helmet in the Classical Style
Arms and Armor,Helmet (kabuto),Helmet (Kabuto)
Arms and Armor,Helmet (hachi),Helmet (Hachi)
Arms and Armor,Helmet (hachi),Helmet (Hachi)
Arms and Armor,Saddle (Kura),Saddle (Kura)
Arms and Armor,Saddle (Kura),Saddle (Kura)
Arms and Armor,Helmet (kabuto),Helmet (Kabuto)
Arms and Armor,Helmet (Kabuto),Helmet (Kabuto)
Arms and Armor,Helmet (Kabuto),Helmet (Kabuto)
Arms and Armor,Helmet (kabuto),Helmet (Kabuto)
Arms and Armor,Pair of shoulder guards (Sodē),Pair of Shoulder Guards (Sodē)
Arms and Armor,Helmet (hachi),Helmet (Hachi)
Arms and Armor,War hat (jingasa),War Hat (Jingasa)
Arms and Armor,Gauntlets and accessories,Gauntlets and Accessories
Arms and Armor,Pair of sleeves (Kotē),Pair of Sleeves (Kotē)
Arms and Armor,Pair of sleeves (Kotē),Pair of Sleeves (Kotē)
Arms and Armor,Helmet (hachi),Helmet (Hachi)
Arms and Armor,Helmet (kabuto),Helmet (Kabuto)
Arms and Armor,Helmet (hachi),Helmet (Hachi)
Arms and Armor,Mask (Sōmen),Mask (Sōmen)
Arms and Armor,Mask (Sōmen),Mask (Sōmen)
Arms and Armor,Pair of stirrups,Pair of Stirrups
Arms and Armor,Helmet (kabuto),Helmet (Kabuto)
Arms and Armor,Helmet (hachi),Helmet (Hachi)
Arms and Armor,Helmet (hachi),Helmet (Hachi)
Arms and Armor,Helmet (hachi),Helmet (Hachi)
Arms and Armor,Helmet (hachi),(Helmet (Hachi)
Arms and Armor,Saddle (Kura),Saddle (Kura)
Arms and Armor,Mask (Sōmen),Mask (Sōmen) in the Shape of a Grimacing Man
Arms and Armor,Mask (Tengu-bo) of mountain god face with gorget,Mask (Tengu-bo) of Mountain God Face with Gorget
Arms and Armor,Armor (Gusoku),Armor (Gusoku)
Arms and Armor,Seven arrowpoints,Seven Arrowpoints
Arms and Armor,Lamellae of lamellar armor,Lamellae of Lamellar Armor (Probably from a Corselet)
Arms and Armor,Armor fragments,Armor Fragments of Scales from a Cuirass
Arms and Armor,Armor fragments,Armor Fragments of Scales from a Cuirass
Arms and Armor,Helmet (Shokakutsuki kabuto),Helmet (Shokakutsuki Kabuto)
Arms and Armor,Blade for a straight single-edged sword (Chokutō),Blade for a Straight Single-Edged Sword (Chokutō)
Arms and Armor,Blade for a straight single-edged sword (Chokutō),Blade for a Straight Single-Edged Sword (Chokutō)
Arms and Armor,"Straight, double-edged sword blade (Ken)","Straight, Double-Edged Sword Blade (Ken)"
Arms and Armor,Bit,Bit
Arms and Armor,Stirrup (Wa abumi),Stirrup (Wa Abumi)
Arms and Armor,Harness ornaments,Harness Ornaments
Arms and Armor,Ceremonial spearhead (Tsukushi boko),Ceremonial Spearhead (Tsukushi Boko)
Arms and Armor,War hat (jingasa),War Hat (Jingasa)
Arms and Armor,Helmet (kabuto),Helmet (Kabuto)
Arms and Armor,Helmet in the shape of a crouching rabbit,Helmet in the Shape of a Crouching Rabbit
Arms and Armor,Helmet (kabuto),Helmet (Kabuto)
Arms and Armor,Priming flask,Priming Flask
Arms and Armor,Blade and mounting for a sword (Katana),Blade and Mounting for a Sword (Katana)
Arms and Armor,"Blade and mounting for a slung sword (Tachi)
",Blade and Mounting for a Slung Sword (Tachi)
Arms and Armor,Gorget,Gorget
Arms and Armor,Banner,Banner
Arms and Armor,Breastplate with Tassets,Breastplate with Tassets
Arms and Armor,"Bowstand, two bows, seven arrows, and quiver","Bowstand, Two Bows, Seven Arrows, and Quiver"
Arms and Armor,Hand cannon,Hand Cannon
Arms and Armor,Hand cannon,Hand Cannon
Arms and Armor,Banner,Banner
Arms and Armor,Basket-hilted sword,Basket-hilted Sword
Arms and Armor,Bow,Bow
Arms and Armor,Bow,Bow
Arms and Armor,Bow,Bow
Arms and Armor,Bow,Bow
Arms and Armor,Wheellock pistol,Wheellock Pistol
Arms and Armor,Bow,Bow
Arms and Armor,Seventeen arrows,Seventeen Arrows
Arms and Armor,Thirteen arrows,Thirteen Arrows
Arms and Armor,Blade and mounting for a short sword (Wakizashi),Blade and Mounting for a Short Sword (Wakizashi)
Arms and Armor,Helmet,Helmet
Arms and Armor,Armor (Gusoku),Armor (Gusoku)
Arms and Armor,Blade and mounting for a slung sword (Tachi),Blade and Mounting for a Slung Sword (Tachi)
Arms and Armor,Blade and mounting for a sword (Katana),Blade and Mounting for a Sword (Katana)
Arms and Armor,Sword carrier,Sword Carrier
Arms and Armor,Bow,Bow
Arms and Armor,Bowstring basket with string,Bowstring Basket with String
Arms and Armor,Banner (Hata),Banner (Hata)
Arms and Armor,Surcoat (Jinbaori),Surcoat (Jinbaori)
Arms and Armor,Surcoat (Jinbaori),Surcoat (Jinbaori)
Arms and Armor,Surcoat (Jinbaori),Surcoat (Jinbaori)
Arms and Armor,Armored vest (Manchira),Armored Vest (Manchira)
Arms and Armor,"Shoulder pads, collar, and armpit guards (Manchera)","Shoulder Pads, Collar, and Armpit Guards (Manchera)"
Arms and Armor,Cup-hilted rapier,Cup-Hilted Rapier
Arms and Armor,Sallet,Sallet
Arms and Armor,Okimono in the form of an eagle,Eagle with Outstreched Wings
Arms and Armor,Field armor,Field Armor Probably of Sir John Scudamore (1541 or 1542–1623)
Arms and Armor,Armor,Armor of Sir James Scudamore (1558–1619)
Arms and Armor,Banner,Banner
Arms and Armor,Banner,Banner
Arms and Armor,Pair of sleeves (Kotē),Pair of Sleeves (Kotē)
Arms and Armor,Ten spearheads and sinkers,Ten Spearheads and Sinkers
Arms and Armor,Ten spearheads and sinkers,Ten Spearheads and Sinkers
Arms and Armor,Nine celts or polished fleshers,Nine Celts or Polished Fleshers
Arms and Armor,Five arrowpoints,Five Arrowheads
Arms and Armor,Two arrowpoints,Two Arrowpoints
Arms and Armor,Skirt (Haidate),Skirt (Haidate)
Arms and Armor,Pair of gauntlets,Pair of Gauntlets
Arms and Armor,Glaive,Glaive of the Bodyguard of the Tiepolo Family
Arms and Armor,Glaive,Glaive of the Bodyguard of the Tiepolo Family
Arms and Armor,Armor (Gusoku),Armor (Gusoku)
Arms and Armor,Cuirass (Gomidō),Cuirass (Gomidō)
Arms and Armor,Gorget,Gorget
Arms and Armor,Helmet,Helmet
Arms and Armor,Helmet (Suji-kabuto akoda-nari),Helmet (Suji-kabuto Akoda-nari)
Arms and Armor,Matchlock gun,Matchlock Gun
Arms and Armor,Crossbow with bolts (6),Crossbow with Bolts
Arms and Armor,Mask,Mask
Arms and Armor,Pair of sleeves (Kotē),Pair of Sleeves (Kotē)
Arms and Armor,Pair of sleeves (Kotē),Pair of Sleeves (Kotē)
Arms and Armor,Pair of sleeves (Kotē),Pair of Sleeves (Kotē)
Arms and Armor,Half mask (Menpō) and gorget,Half Mask (Menpō) and Gorget
Arms and Armor,Pair of shoulder guards (Sodē),Pair of Shoulder Guards (Sodē)
Arms and Armor,Gift cover (Fukusa),Gift Cover (Fukusa)
Arms and Armor,Banner (Hata),Banner (Hata)
Arms and Armor,Banner (Hata),Banner (Hata)
Arms and Armor,Banner (Hata),Banner (Hata)
Arms and Armor,Banner (Hata),Banner (Hata)
Arms and Armor,Gift cover (Fukusa),Gift Cover (Fukusa)
Arms and Armor,Gift cover (Fukusa),Gift Cover (Fukusa)
Arms and Armor,Marriage gift cover (Fukusa),Marriage Gift Cover (Fukusa)
Arms and Armor,Banner (Hata),Banner (Hata)
Arms and Armor,Okimono in the form of a raven,Okimono in the Form of a Raven
Arms and Armor,Banner,"Banner Probably of Francesco II de' Medici, 1735"
Arms and Armor,Cuirass,Cuirass
Arms and Armor,"Hunting knife with scabbard, knife and fork","Hunting Knife with Scabbard, Knife and Fork"
Arms and Armor,Gorget,Gorget
Arms and Armor,Gorget,Gorget for the Bodyguard of Louis XIII
Arms and Armor,Arm defense and left gauntlet,Arm Defense and Left Gauntlet
Arms and Armor,Armor,Armor of the Dukes of Alba
Arms and Armor,Armor,Armor
Arms and Armor,Composed half armor for a youth,Composed Half Armor for a Youth
Arms and Armor,Pair of armpit defenses (Besagews),Pair of Armpit Defenses (Besagews)
Arms and Armor,Partisan,Partisan of Johann Georg II of Saxony (reigned 1656–80)
Arms and Armor,Glaive,Glaive
Arms and Armor,Roncone,Roncone
Arms and Armor,Glaive,"Glaive of Ferdinand, Archduke of the Tyrol (1529–1595)"
Arms and Armor,Halberd,Halberd of Christian II of Saxony (reigned 1601–11)
Arms and Armor,Partisan,Partisan
Arms and Armor,Halberd,Halberd of Johann Georg I of Saxony (1585–1656) as administrator of the bishopric of Meresburg
Arms and Armor,Halberd,"Halberd of Wolf Dietrich von Raitenau, Prince-Archbishop of Salzburg (reigned 1587–1612)"
Arms and Armor,Head of a hunting spear,Head of a Hunting Spear
Arms and Armor,Halberd,"Halberd of the Bodyguard of Emanuele Filiberto (1528–1580), Duke of Savoy"
Arms and Armor,Halberd,Halberd of the Swiss Guard of Johann Georg II of Saxony (reigned 1656–80)
Arms and Armor,Halberd,Halberd of the Swiss Guard of Johann Georg II of Saxony (reigned 1656–80)
Arms and Armor,Glaive,Glaive of the Rota Family
Arms and Armor,Partisan,Partisan of the Swiss Guard of Friedrich August of Saxony (reigned 1694–1733)
Arms and Armor,Spear,Spear of Emperor Ferdinand I (reigned 1558–64)
Arms and Armor,Partisan,"Partisan of the Polish Noble Guard of Friedrich August I of Saxony, who twice ruled as king of Poland (1697–1704 and 1709–1733)"
Arms and Armor,Halberd,Halberd of Christian I (reigned 1586–91) or Christian II of Saxony (reigned 1601–11)
Arms and Armor,Halberd,Halberd of Emperor Matthias (reigned 1612–19)
Arms and Armor,Partisan,Partisan of Johann Georg I of Saxony (reigned 1611–56)
Arms and Armor,Lance head for the joust of war,Lance Head for the Joust of War
Arms and Armor,Fauchard,Fauchard of the Bodyguard of Cardinal Scipione Borghese-Caffarelli (1576–1633)
Arms and Armor,Partisan,"Partisan Carried by the Bodyguard of Louis XIV (1638–1715, reigned from 1643)"
Arms and Armor,Halberd,Halberd of Emperor Matthias (reigned 1612–19)
Arms and Armor,Field ensign,Field Ensign
Arms and Armor,Lance head,Lance Head
Arms and Armor,Cabasset,Cabasset
Arms and Armor,Helmet,Helmet
Arms and Armor,Jousting Buffe,Jousting Buffe
Arms and Armor,Fencing mask,Fencing Mask
Arms and Armor,Falling buffe,Falling Buffe
Arms and Armor,Buffe,Buffe
Arms and Armor,Buffe,Buffe
Arms and Armor,Buffe,Buffe
Arms and Armor,Bevor,Bevor
Arms and Armor,Bevor,Bevor
Arms and Armor,Barbute,Barbute
Arms and Armor,Armet,Armet
Arms and Armor,Bevor and colletin,Bevor and Colletin
Arms and Armor,Close helmet,Close Helmet of Claude Gouffier (1501–1570)
Arms and Armor,Close-helmet,Close-Helmet for the Tournament on Foot
Arms and Armor,Close helmet for foot combat,Close Helmet for Foot Combat
Arms and Armor,Burgonet,Burgonet
Arms and Armor,Close helmet with falling buffe,Close Helmet with Falling Buffe
Arms and Armor,Burgonet,Burgonet
Arms and Armor,Close helmet for foot combat,Close Helmet for Foot Combat
Arms and Armor,Burgonet with buffe,Burgonet with Buffe
Arms and Armor,Morion,Morion for the Bodyguard of the Prince-Elector of Saxony
Arms and Armor,Cabasset,Cabasset
Arms and Armor,Morion,Morion for the Bodyguard of the Prince-Elector of Saxony
Arms and Armor,Morion,Morion
Arms and Armor,Morion,Morion for the Bodyguard of the Prince-Elector of Saxony
Arms and Armor,Close helmet,Close Helmet
Arms and Armor,Falling Buffe,Falling Buffe
Arms and Armor,Falling buffe,Falling Buffe
Arms and Armor,Buffe,Buffe
Arms and Armor,Buffe,Buffe
Arms and Armor,Half armor,Half Armor
Arms and Armor,Cuirass,Cuirass
Arms and Armor,Pair of gauntlets,Pair of Gauntlets
Arms and Armor,Pointed morion,Pointed Morion
Arms and Armor,Composed half armor,Composed Half Armor
Arms and Armor,Half armor,Half Armor
Arms and Armor,Half armor,Half Armor
Arms and Armor,Jousting armor,Jousting Armor
Arms and Armor,Armor,Armor
Arms and Armor,Three-quarter armor,Three-Quarter Armor
Arms and Armor,Portions of an armor garniture,Portions of an Armor Garniture
Arms and Armor,Breastplate with tassets and arm defenses,Breastplate with Tassets and Arm Defenses
Arms and Armor,Cuirassier's armor,Cuirassier's Armor
Arms and Armor,Three-quarter armor,Three-Quarter Armor
Arms and Armor,Half armor,Half Armor
Arms and Armor,Suit of Armor,Suit of Armor in the Style of the 15th Century
Arms and Armor,Half armor,Half Armor
Arms and Armor,Armor,Armor
Arms and Armor,Scale armor,Scale Armor
Arms and Armor,Composed armor for a youth,Composed Armor for a Youth
Arms and Armor,Stirrups,Pair of Child's Stirrups
Arms and Armor,Armor for a youth,Armor for a Youth
Arms and Armor,Three-quarter armor for a youth,Three-Quarter Armor for a Youth
Arms and Armor,Armor,Armor of Giovanni Battista Bourbon del Monte (1541–1614)
Arms and Armor,Armor,Armor
Arms and Armor,Armor for the tilt,Armor for the Tilt
Arms and Armor,Half armor,Half Armor
Arms and Armor,Right pauldron (shoulder defense),Right Pauldron (Shoulder Defense)
Arms and Armor,Armor,Armor
Arms and Armor,Elements of a light-cavalry armor,Elements of a Light-Cavalry Armor
Arms and Armor,Armor,Armor
Arms and Armor,Armor,Armor
Arms and Armor,Composed amor for a youth or small boy,Composed Armor for a Youth or Small Boy
Arms and Armor,Infantry armor,Infantry Armor
Arms and Armor,Shield,Shield
Arms and Armor,Shield,Shield
Arms and Armor,Vamplate (Hand guard for a lance),Vamplate (Hand Guard for a Lance)
Arms and Armor,Shield,Shield
Arms and Armor,Cuirass,Cuirass
Arms and Armor,Armored skirt (base),Armored Skirt (Base)
Arms and Armor,Grandguard,Grandguard
Arms and Armor,Breastplate,Breastplate
Arms and Armor,Backplate,Backplate
Arms and Armor,Breastplate,Breastplate
Arms and Armor,Reinforcing breastplate for the tilt,Reinforcing Breastplate for the Tilt
Arms and Armor,Breastplate with reinforcing plate,Breastplate with Reinforcing Plate
Arms and Armor,Breastplate,Breastplate
Arms and Armor,Breastplate,Breastplate
Arms and Armor,Breastplate,Breastplate
Arms and Armor,Reinforcing breastplate,Reinforcing Breastplate
Arms and Armor,Reinforcing breastplate,Reinforcing Breastplate
Arms and Armor,Breastplate,Breastplate
Arms and Armor,"Pauldron, rerebrace, and couter","Pauldron, Rerebrace, and Couter"
Arms and Armor,Arm defense,Arm Defense
Arms and Armor,"Rerebrace, couter, and vambrace","Rerebrace, Couter, and Vambrace"
Arms and Armor,Pair of pauldrons and arm defenses,Pair of Pauldrons and Arm Defenses
Arms and Armor,Left pauldron (shoulder defense),Left Shoulder Defense (Pauldron)
Arms and Armor,Child's cuirass,Child's Cuirass
Arms and Armor,Pair of knee defenses,Pair of Knee Defenses
Arms and Armor,Prosthetic left hand,Prosthetic Left Hand
Arms and Armor,Couters (elbow defenses),Couters (Elbow Defenses)
Arms and Armor,Rump defense of a jousting armor,Rump Defense of a Jousting Armor
Arms and Armor,Rump defense of a jousting armor,Rump Defense of a Jousting Armor
Arms and Armor,Mask,Mask
Arms and Armor,Reinforcing couter (elbow defense),Reinforcing Couter (Elbow Defense)
Arms and Armor,Pasguard (reinforcing elbow defense),Pasguard (Reinforcing Elbow Defense)
Arms and Armor,Brayette,Brayette
Arms and Armor,Brayette,Brayette
Arms and Armor,Brayette,Brayette
Arms and Armor,Brayette,Brayette
Arms and Armor,Crinet plate,"Crinet Plate Belonging to an Armor for Field and Tournament Made for Duke Nikolaus ""The Black"" Radziwill (1515–1565), Duke of Nesvizh and Olyka, Prince of the Empire, Grand Chancellor and Marshal of Lithuaniac"
Arms and Armor,Breastplate,Breastplate
Arms and Armor,Reinforcing breastplate,Reinforcing Breastplate
Arms and Armor,Cuirass,Cuirass
Arms and Armor,Bretelles,Bretelles
Arms and Armor,Reinforcing plate for a breastplate,Reinforcing Plate for a Breastplate
Arms and Armor,Reinforcing Backplate for a Stechzeug,Reinforcing Backplate for a Stechzeug
Arms and Armor,Pasguard (reinforcing elbow defense),Pasguard (Reinforcing Elbow Defense)
Arms and Armor,Reinforcing couter (elbow defense),Reinforcing Couter (Elbow Defense)
Arms and Armor,Gorget,Gorget
Arms and Armor,Gorget,Gorget
Arms and Armor,Front plate of a gorget,Front Plate of a Gorget
Arms and Armor,Pair of couters (elbow defenses),Pair of Couters (Elbow Defenses)
Arms and Armor,Pair of gauntlets,Pair of Gauntlets
Arms and Armor,Pair of gauntlets,Pair of Gauntlets
Arms and Armor,Bridle gauntlet,Bridle Gauntlet
Arms and Armor,Bridle gauntlet,Bridle Gauntlet
Arms and Armor,Left gauntlet,Left Manifer (Oversized Gauntlet)
Arms and Armor,Locking gauntlet,Locking Gauntlet for the Tournament
Arms and Armor,Pair of gauntlets,Pair of Gauntlets
Arms and Armor,Gauntlet cuff,Gauntlet Cuff
Arms and Armor,Pair of gauntlets,Pair of Gauntlets Belonging to the Armor of Duke Friedrich Ulrich of Brunswick (1591–1634)
Arms and Armor,Pair of gauntlets,Pair of Gauntlets
Arms and Armor,Pair of gauntlets,Pair of Gauntlets from a Garniture of Armor of Philip II of Spain (reigned 1554–58)
Arms and Armor,Pair of gauntlets,Pair of Gauntlets
Arms and Armor,Pair of gauntlets,Pair of Gauntlets
Arms and Armor,Falconer's gauntlet,Falconer's Gauntlet
Arms and Armor,Falconer's gauntlet,Falconer's Gauntlet
Arms and Armor,Gauntlet,Gauntlet
Arms and Armor,Elbow Gauntlet,Elbow Gauntlet
Arms and Armor,Bridle gauntlet,Bridle Gauntlet
Arms and Armor,Gauntlet for the left hand,German Gothic Gauntlet for the Left Hand
Arms and Armor,Left gauntlet,Left Gauntlet
Arms and Armor,Duelling gauntlet,Left-Hand Duelling Gauntlet
Arms and Armor,Right gauntlet,Right Gauntlet
Arms and Armor,Lance rest,Lance Rest
Arms and Armor,Lance rest,Lance Rest
Arms and Armor,Lance rest,Lance Rest
Arms and Armor,Lance rest,Lance Rest
Arms and Armor,Lance rest,Lance Rest
Arms and Armor,Lance rest,Lance Rest
Arms and Armor,Pair of greaves,Pair of Greaves
Arms and Armor,Pair of knee defenses (Poleyns),Pair of Knee Defenses (Poleyns)
Arms and Armor,Cuirass,Cuirass
Arms and Armor,Cuirass,Cuirass
Arms and Armor,Rapier,Rapier
Arms and Armor,Rapier,Rapier
Arms and Armor,Executioner's sword with scabbard,Executioner's Sword with Scabbard
Arms and Armor,Smallsword,Smallsword
Arms and Armor,Basket-hilted sword,Basket-hilted Sword
Arms and Armor,Rapier,Rapier
Arms and Armor,Rapier,Rapier
Arms and Armor,Rapier,Rapier
Arms and Armor,Rapier,Rapier
Arms and Armor,Rapier,Rapier
Arms and Armor,Smallsword,Smallsword
Arms and Armor,Pistol baldric (Xarpa),Pistol Baldric (Xarpa)
Arms and Armor,Cinquedea,Cinquedea
Arms and Armor,Cinquedea,Cinquedea
Arms and Armor,Mace,Mace
Arms and Armor,Wheellock carbine,Wheellock Carbine
Arms and Armor,Wheellock rifle,Wheellock Rifle
Arms and Armor,Wheellock rifle,Wheellock Rifle
Arms and Armor,Wheellock rifle,Wheellock Rifle
Arms and Armor,Pair of wheellock pistols,Pair of Wheellock Pistols Made for the Bodyguard of the Prince-Elector of Saxony
Arms and Armor,Pair of wheellock pistols,Pair of Wheellock Pistols Made for the Bodyguard of the Prince-Elector of Saxony
Arms and Armor,Pair of flintlock pistols,Pair of Flintlock Pistols
Arms and Armor,Wheellock pistol,Wheellock Pistol
Arms and Armor,"Double-barreled, double-wheellock pistol","Double-Barreled, Double-Wheellock Pistol"
Arms and Armor,Wheellock pistol,Wheellock Pistol
Arms and Armor,Wheellock pistol,Wheellock Pistol
Arms and Armor,Double-barreled wheellock pistol,Double-Barreled Wheellock Pistol Made for Emperor Charles V (reigned 1519–56)
Arms and Armor,Pair of wheellock pistols,Pair of Wheellock Pistols
Arms and Armor,Pair of wheellock pistols,Pair of Wheellock Pistols
Arms and Armor,Powder flask,Powder flask
Arms and Armor,"Powder flask with bullet box, clock, compass, and sundial","Powder Flask with Bullet Box, Clock, Compass, and Sundial"
Arms and Armor,Powder flask,Powder Flask
Arms and Armor,Powder flask,Powder Flask
Arms and Armor,Priming flask/spanner,Priming Flask/Spanner
Arms and Armor,Wheellock spanner with screwdriver,Wheellock Spanner with Screwdriver
Arms and Armor,Mail brayette,Mail Brayette
Arms and Armor,Pellet and bolt crossbow combined with a wheel-lock gun,Pellet and Bolt Crossbow Combined with a Wheel-Lock Gun
Arms and Armor,Saddle,Saddle
Arms and Armor,Saddle,Saddle
Arms and Armor,Rondel,Rondel for a Shaffron (Horse's Head Defense)
Arms and Armor,Spurs,Pair of Rowel Spurs
Arms and Armor,Pair of spurs,Pair of Spurs
Arms and Armor,Spurs,Pair of Tournament Rowel Spurs
Arms and Armor,Pair of rowel spurs,Pair of Rowel Spurs
Arms and Armor,Rowel spur,Rowel Spur
Arms and Armor,Backplate,Backplate
Arms and Armor,Cabasset,Cabasset
Arms and Armor,Breastplate,Breastplate
Arms and Armor,Gorget,Gorget
Arms and Armor,Pair of mitten gauntlets,Pair of Mitten Gauntlets
Arms and Armor,Shield,Shield Depicting Saint George Slaying the Dragon
Arms and Armor,Saber (Peidao) with scabbard,Saber (Peidao) with Scabbard
Arms and Armor,Sword guard (Tsuba),Sword Guard (Tsuba)
Arms and Armor,Saddle (copy),Saddle (copy)
Arms and Armor,Mail shirt,Mail Shirt
Arms and Armor,Pair of greaves (Suné-até),Pair of Greaves (Suné-até)
Arms and Armor,Pair of foot guards,Pair of Foot Guards
Arms and Armor,Pair of foot defenses,Pair of Foot Defenses
Arms and Armor,Pair of archer's gloves,Pair of Archer's Gloves
Arms and Armor,Pair of archer's gloves,Pair of Archer's Gloves
Arms and Armor,Pair of sleeves (Kotē),Pair of Sleeves (Kotē)
Arms and Armor,Pair of greaves (Sunē-atē),Pair of Greaves (Sunē-atē)
Arms and Armor,Pair of greaves (Sunē-atē),Pair of Greaves (Sunē-atē)
Arms and Armor,Pair of greaves (Sunē-atē),Pair of Greaves (Sunē-atē)
Arms and Armor,Pair of greaves (Sunē-atē),Pair of Greaves (Sunē-atē)
Arms and Armor,Pair of gauntlets of mail,Pair of Gauntlets of Mail
Arms and Armor,Pair of sleeves (Kotē),Pair of Sleeves (Kotē)
Arms and Armor,Pair of sleeves (Kotē),Pair of Sleeves (Kotē)
Arms and Armor,Pair of sleeves (Kotē),Pair of Sleeves (Kotē)
Arms and Armor,Pair of sleeves (Kotē),Pair of Sleeves (Kotē)
Arms and Armor,Pair of sleeves (Kotē),Pair of Sleeves (Kotē)
Arms and Armor,Pair of sleeves (Kotē),Pair of Sleeves (Kotē)
Arms and Armor,Armor fragment,Armor Fragment
Arms and Armor,Pair of sleeves (Kotē) with attached shoulder guards (Sodē),Pair of Sleeves (Kotē) with Shoulder Guards (Sodē)
Arms and Armor,Pair of shoulder guards (Sodē),Pair of Shoulder Guards (Sodē)
Arms and Armor,Pair of sleeves (Kotē),Pair of Sleeves (Kotē)
Arms and Armor,Celts,Celts
Arms and Armor,Blade for a straight single-edged sword (Chokutō),Blade for a Straight Single-Edged Sword (Chokutō)
Arms and Armor,Armor (Tatami Gusoku),Armor (Tatami Gusoku)
Arms and Armor,Helmet (kabuto),Helmet (Kabuto)
Arms and Armor,Armor (Gusoku),Armor (Gusoku)
Arms and Armor,Horse armor,Horse Armor
Arms and Armor,Forty arrowpoints,Forty Arrowpoints
Arms and Armor,Armor fragments (scales and cords),Armor Fragments (Scales and Cords)
Arms and Armor,Scabbard mounting,Scabbard mounting
Arms and Armor,Bit bosses,Bit Bosses
Arms and Armor,Bit boss,Bit Boss
Arms and Armor,Fragment of shoe,Fragment of Shoe
Arms and Armor,Decoration for a horse harness,Decorations for a Horse Harness
Arms and Armor,Decoration for a horse harness,Decorations for a Horse Harness
Arms and Armor,"Mount, probably for a horse harness","Mount, Probably for a Horse Harness"
Arms and Armor,Decoration for a horse harness,Decorations for a Horse Harness
Arms and Armor,Harness ornament,Harness Ornament
Arms and Armor,Harness ornament,Harness Ornament
Arms and Armor,Ceremonial spearhead,Ceremonial Spearhead
Arms and Armor,Helmet (Shokakutsuki kabuto),Helmet (Shokakutsuki Kabuto) in the Style of ca. 5th–6th Century
Arms and Armor,Cuirass of a Tankō,Cuirass of a Tankō
Arms and Armor,Face mask (So-menpō) with gorget,Face Mask (So-Menpō) with Gorget
Arms and Armor,Mask (Sōmen),Mask (Sōmen)
Arms and Armor,Shallow face mask (Tsubamé-gata),Shallow Face Mask (Tsubamé-Gata)
Arms and Armor,Half chin mask (Ho-Ate),Half Chin Mask (Ho-Ate)
Arms and Armor,Shallow face mask with gorget (Tsubame-gata),Shallow Face Mask with Gorget (Tsubame-Gata)
Arms and Armor,Helmet (hachi),Helmet (Hachi)
Arms and Armor,Helmet (kabuto),Helmet (Kabuto)
Arms and Armor,Helmet (hachi),Helmet (Hachi)
Arms and Armor,Helmet (kabuto),Helmet (Kabuto)
Arms and Armor,Helmet (Hoshi kabuto),Helmet (Hoshi Kabuto)
Arms and Armor,Mask,Mask
Arms and Armor,Face mask of mountain god (Tengu-bo),Face Mask of Mountain God (Tengu-bu)
Arms and Armor,Shoulder guard (Ō-sode),Shoulder Guard (Ō-Sode)
Arms and Armor,Shoulder guards (Sodē),Shoulder Guards (Sodē)
Arms and Armor,Bit,Bit
Arms and Armor,Muzzle,Horse Muzzle
Arms and Armor,Muzzle,Muzzle
Arms and Armor,Shaffron (Horse's head defense),Shaffron (Horse's Head Defense)
Arms and Armor,Shaffron (Horse's head defense),Shaffron (Horse's Head Defense)
Arms and Armor,Saddle,Saddle
Arms and Armor,Saddle (Kura),Saddle (Kura)
Arms and Armor,Saddle (Kura),Saddle (Kura)
Arms and Armor,Joined pair of sleeves (Aigote),Joined Pair of Sleeves (Aigote)
Arms and Armor,Helmet (kabuto),Helmet (Kabuto)
Arms and Armor,Helmet (hachi),Helmet (Hachi)
Arms and Armor,Skeleton helmet,Skeleton Helmet
Arms and Armor,War hat (jingasa),War Hat (Jingasa)
Arms and Armor,Flat war fan (Uchiwa),Flat War Fan (Uchiwa)
Arms and Armor,Skirt (Hakamé),Skirt (Hakamé)
Arms and Armor,Helmet (kabuto),Helmet (Kabuto)
Arms and Armor,War hat (jingasa),War Hat (Jingasa)
Arms and Armor,Matchlock gun,Matchlock Gun
Arms and Armor,Matchlock gun,Matchlock Gun Belonged to Horio Yoshiharu
Arms and Armor,Model gun,Model Miniature Gun (Netsuke)
Arms and Armor,Model gun,Miniature Model Gun Used as a Netsuke
Arms and Armor,Helmet (hachi),Helmet (Hachi)
Arms and Armor,Cuirass of a Haramaki,Cuirass of a Haramaki
Arms and Armor,Helmet (kabuto),Helmet (Kabuto)
Arms and Armor,Cuirass of a Dō-maru,Cuirass of a Dō-maru
Arms and Armor,Cuirass of a Haramaki,Cuirass of a Haramaki
Arms and Armor,Folding cuirass (Tatami-do),Folding Cuirass (Tatami-do)
Arms and Armor,Cuirass of mail and plates,Cuirass of Mail and Plates
Arms and Armor,Cuirass (Do-maru),Cuirass (Do-maru)
